module,subsystem,language,tech_stack,bug_type,severity
profile,api,TypeScript,Docker,validation,medium
database,api,JavaScript,Kafka,concurrency,medium
notification,backend,Python,NodeJS,performance,critical
search,database,TypeScript,PostgreSQL,integration,low
notification,database,Python,JWT,logic,critical
profile,security,JavaScript,PostgreSQL,performance,low
profile,frontend,JavaScript,React,validation,low
gateway,frontend,Python,React,logic,critical
database,database,Java,PostgreSQL,performance,high
reporting,backend,JavaScript,NodeJS,concurrency,medium
analytics,frontend,Java,PostgreSQL,logic,low
notification,frontend,Java,Redis,validation,critical
database,database,Java,PostgreSQL,performance,high
reporting,backend,JavaScript,Docker,performance,low
gateway,backend,Go,Redis,memory,high
database,database,Python,PostgreSQL,performance,high
notification,security,TypeScript,React,concurrency,low
reporting,frontend,JavaScript,React,validation,medium
notification,frontend,Go,PostgreSQL,logic,high
database,database,Python,PostgreSQL,performance,high
reporting,backend,Go,JWT,memory,medium
payment,frontend,Go,SpringBoot,security,high
gateway,backend,TypeScript,Kafka,concurrency,medium
reporting,frontend,JavaScript,React,validation,low
payment,api,TypeScript,SpringBoot,integration,critical
search,frontend,JavaScript,React,validation,low
database,database,Python,PostgreSQL,performance,high
notification,backend,Go,Kafka,concurrency,high
auth,frontend,Java,Docker,security,low
payment,api,Java,SpringBoot,integration,critical
search,frontend,JavaScript,React,validation,low
auth,backend,JavaScript,Docker,integration,critical
profile,api,TypeScript,NodeJS,memory,medium
auth,backend,Python,SpringBoot,logic,critical
payment,api,TypeScript,SpringBoot,integration,critical
payment,api,Java,SpringBoot,integration,critical
profile,security,JavaScript,JWT,memory,low
profile,frontend,Python,SpringBoot,security,critical
notification,api,JavaScript,SpringBoot,performance,critical
search,database,JavaScript,SpringBoot,integration,medium
inventory,backend,TypeScript,JWT,integration,low
analytics,backend,Python,React,memory,critical
notification,backend,Python,Redis,validation,low
reporting,security,Java,PostgreSQL,security,critical
gateway,backend,Java,JWT,concurrency,critical
auth,security,Java,JWT,security,critical
search,frontend,JavaScript,React,validation,medium
analytics,backend,Python,Redis,logic,low
inventory,backend,Go,Redis,validation,high
gateway,security,TypeScript,React,concurrency,high
database,database,Python,PostgreSQL,performance,high
search,security,JavaScript,Kafka,performance,high
payment,api,TypeScript,SpringBoot,integration,critical
profile,frontend,JavaScript,React,validation,low
database,backend,TypeScript,Redis,integration,medium
profile,frontend,JavaScript,React,validation,low
reporting,database,Go,SpringBoot,logic,critical
notification,frontend,Python,SpringBoot,concurrency,critical
auth,security,Java,JWT,security,critical
database,database,Python,PostgreSQL,performance,high
inventory,database,Python,Kafka,performance,medium
reporting,backend,Python,Redis,performance,low
search,backend,Java,Redis,performance,critical
search,frontend,Python,SpringBoot,performance,critical
search,security,Go,Redis,concurrency,critical
auth,security,Java,JWT,security,critical
payment,api,TypeScript,SpringBoot,integration,critical
inventory,frontend,Java,Docker,memory,low
inventory,api,Go,SpringBoot,concurrency,critical
reporting,frontend,TypeScript,React,validation,low
profile,database,Java,NodeJS,integration,low
auth,security,Java,JWT,security,critical
notification,security,TypeScript,Docker,memory,medium
database,backend,TypeScript,SpringBoot,validation,critical
search,backend,JavaScript,NodeJS,integration,critical
notification,database,TypeScript,NodeJS,memory,low
payment,api,Java,SpringBoot,integration,critical
analytics,backend,Java,Kafka,concurrency,critical
notification,frontend,Go,JWT,validation,high
payment,api,Java,Kafka,security,low
auth,security,Java,JWT,security,critical
profile,frontend,JavaScript,React,validation,medium
database,database,Java,PostgreSQL,performance,high
search,api,TypeScript,Docker,logic,medium
inventory,backend,Python,React,security,medium
gateway,backend,TypeScript,Docker,logic,low
inventory,api,Java,Docker,validation,low
auth,security,Java,JWT,security,critical
auth,api,Python,Kafka,memory,low
database,database,Java,PostgreSQL,performance,high
payment,frontend,TypeScript,NodeJS,security,critical
profile,api,Java,NodeJS,validation,high
profile,backend,TypeScript,Docker,memory,critical
reporting,database,Python,Kafka,validation,high
search,api,Go,Redis,security,critical
profile,frontend,JavaScript,React,validation,low
gateway,backend,Java,Kafka,concurrency,critical
notification,backend,Go,Kafka,concurrency,critical
auth,security,Java,JWT,security,critical
notification,api,JavaScript,Kafka,memory,medium
database,database,Python,PostgreSQL,performance,high
profile,frontend,JavaScript,React,validation,low
auth,frontend,JavaScript,JWT,validation,high
gateway,security,Java,NodeJS,validation,low
payment,backend,Go,NodeJS,security,medium
reporting,security,JavaScript,PostgreSQL,logic,low
reporting,api,Python,React,integration,critical
analytics,backend,Java,Kafka,concurrency,critical
auth,security,Java,JWT,security,critical
database,database,Java,PostgreSQL,performance,high
search,frontend,JavaScript,React,validation,low
reporting,backend,Java,Kafka,integration,high
analytics,backend,Java,Kafka,concurrency,critical
auth,frontend,Python,React,memory,high
search,database,Python,SpringBoot,concurrency,critical
auth,frontend,TypeScript,PostgreSQL,logic,critical
notification,backend,Java,Kafka,concurrency,high
profile,frontend,Go,NodeJS,memory,high
database,database,Java,PostgreSQL,performance,high
gateway,backend,Go,Kafka,concurrency,critical
analytics,api,Java,NodeJS,memory,medium
analytics,database,TypeScript,React,validation,high
inventory,database,TypeScript,SpringBoot,concurrency,critical
payment,api,TypeScript,SpringBoot,integration,critical
reporting,api,TypeScript,NodeJS,integration,low
payment,api,Python,React,validation,high
auth,security,Python,Kafka,logic,critical
inventory,frontend,Java,Kafka,logic,medium
payment,api,Java,SpringBoot,integration,critical
database,database,TypeScript,PostgreSQL,security,low
auth,security,Java,JWT,security,critical
gateway,backend,Java,NodeJS,validation,critical
database,backend,Python,PostgreSQL,security,high
database,database,Java,PostgreSQL,performance,high
payment,api,TypeScript,SpringBoot,integration,critical
analytics,backend,Java,Kafka,concurrency,high
gateway,database,Go,JWT,integration,high
database,database,Python,PostgreSQL,performance,high
database,database,Python,PostgreSQL,performance,high
auth,security,Java,JWT,security,critical
inventory,database,Python,Redis,concurrency,medium
reporting,frontend,Python,SpringBoot,validation,critical
auth,security,Java,JWT,security,critical
search,database,Python,SpringBoot,performance,critical
profile,frontend,Java,Redis,logic,high
reporting,database,JavaScript,NodeJS,logic,low
analytics,database,Go,Kafka,performance,medium
payment,security,Python,JWT,validation,critical
reporting,security,JavaScript,React,integration,medium
auth,backend,TypeScript,React,validation,critical
payment,api,TypeScript,SpringBoot,integration,critical
search,api,Python,Redis,integration,low
notification,security,JavaScript,Docker,memory,low
database,database,Python,PostgreSQL,performance,high
gateway,security,JavaScript,Kafka,security,high
database,security,Java,PostgreSQL,concurrency,critical
profile,frontend,JavaScript,Redis,integration,low
profile,frontend,TypeScript,React,validation,low
gateway,database,Python,Redis,memory,critical
inventory,api,Python,PostgreSQL,logic,medium
payment,frontend,TypeScript,React,concurrency,medium
gateway,backend,Go,React,memory,critical
profile,api,Go,NodeJS,memory,critical
reporting,frontend,JavaScript,React,validation,medium
database,database,Python,PostgreSQL,performance,high
database,database,Java,PostgreSQL,performance,high
payment,api,JavaScript,SpringBoot,performance,critical
inventory,api,JavaScript,Kafka,performance,high
gateway,api,TypeScript,NodeJS,security,critical
reporting,database,Python,Kafka,security,high
reporting,frontend,JavaScript,React,validation,low
payment,api,TypeScript,SpringBoot,integration,critical
reporting,backend,TypeScript,React,memory,medium
database,database,Python,PostgreSQL,performance,high
payment,api,Java,SpringBoot,integration,critical
database,database,Python,PostgreSQL,performance,high
auth,database,Java,PostgreSQL,security,critical
auth,security,Java,JWT,security,critical
profile,frontend,JavaScript,React,validation,medium
auth,security,Java,JWT,security,critical
database,database,Java,PostgreSQL,performance,high
payment,security,JavaScript,Kafka,concurrency,high
payment,api,Java,SpringBoot,integration,critical
reporting,frontend,TypeScript,React,validation,low
database,database,Java,PostgreSQL,performance,high
search,frontend,JavaScript,React,validation,low
profile,security,Python,PostgreSQL,security,critical
auth,security,Java,JWT,security,critical
database,database,Java,PostgreSQL,performance,high
payment,api,TypeScript,SpringBoot,integration,critical
reporting,security,Java,Kafka,integration,medium
notification,backend,Java,React,logic,critical
gateway,backend,Java,Kafka,concurrency,critical
auth,security,Java,JWT,security,critical
auth,security,Java,JWT,security,critical
analytics,backend,Go,Kafka,concurrency,critical
database,database,Python,PostgreSQL,performance,high
payment,api,Java,SpringBoot,integration,critical
payment,database,Go,PostgreSQL,validation,medium
reporting,backend,Go,Docker,validation,low
gateway,database,Java,Kafka,memory,medium
database,database,Python,PostgreSQL,performance,high
gateway,backend,Java,Kafka,integration,medium
auth,frontend,Go,Redis,security,high
analytics,frontend,Python,JWT,memory,critical
profile,api,Python,PostgreSQL,memory,high
inventory,api,TypeScript,NodeJS,integration,critical
payment,api,TypeScript,SpringBoot,integration,critical
reporting,frontend,JavaScript,React,validation,low
auth,security,Java,JWT,security,critical
gateway,api,Java,NodeJS,validation,critical
gateway,backend,Go,Kafka,concurrency,high
search,frontend,JavaScript,React,validation,medium
gateway,backend,Java,Kafka,concurrency,high
search,backend,Go,NodeJS,validation,medium
gateway,backend,Python,Kafka,concurrency,low
analytics,backend,Java,Kafka,concurrency,critical
auth,security,Java,JWT,security,critical
search,frontend,JavaScript,SpringBoot,logic,low
analytics,backend,Go,Kafka,concurrency,critical
search,api,Java,Docker,logic,high
auth,security,Java,JWT,security,critical
gateway,frontend,Go,JWT,memory,high
search,frontend,JavaScript,React,validation,medium
notification,backend,Java,Kafka,concurrency,high
database,database,Python,PostgreSQL,performance,high
analytics,backend,JavaScript,JWT,concurrency,critical
notification,backend,Go,Kafka,concurrency,high
database,database,Python,PostgreSQL,performance,high
profile,frontend,JavaScript,React,validation,low
payment,frontend,JavaScript,NodeJS,concurrency,low
database,database,Java,SpringBoot,validation,low
gateway,security,Python,PostgreSQL,concurrency,high
profile,backend,Java,NodeJS,concurrency,high
inventory,security,Java,Docker,validation,medium
reporting,frontend,TypeScript,React,validation,medium
profile,database,TypeScript,SpringBoot,logic,critical
auth,frontend,JavaScript,Redis,memory,high
analytics,security,Go,PostgreSQL,memory,low
inventory,api,Python,PostgreSQL,performance,medium
database,database,Python,PostgreSQL,performance,high
payment,api,Java,SpringBoot,integration,critical
profile,api,Go,JWT,integration,critical
auth,api,Python,Docker,validation,critical
inventory,frontend,Python,SpringBoot,integration,high
database,api,Python,PostgreSQL,security,medium
database,database,Java,PostgreSQL,performance,high
inventory,security,JavaScript,PostgreSQL,logic,low
search,database,JavaScript,Redis,performance,low
inventory,frontend,Go,PostgreSQL,logic,critical
payment,api,TypeScript,SpringBoot,integration,critical
reporting,api,Go,SpringBoot,concurrency,low
analytics,backend,Go,Kafka,concurrency,critical
database,database,Python,PostgreSQL,performance,high
search,security,Java,React,logic,critical
gateway,backend,Go,Kafka,concurrency,critical
auth,api,Go,JWT,logic,high
analytics,api,TypeScript,Kafka,performance,medium
gateway,backend,Go,Kafka,concurrency,critical
payment,security,TypeScript,NodeJS,memory,high
inventory,api,Go,Docker,validation,low
payment,frontend,TypeScript,JWT,logic,medium
database,database,Python,PostgreSQL,performance,high
notification,frontend,Python,JWT,validation,medium
reporting,api,Go,JWT,security,high
inventory,database,Java,React,performance,high
reporting,api,Java,Docker,concurrency,critical
auth,security,Java,JWT,security,critical
inventory,backend,TypeScript,PostgreSQL,concurrency,high
auth,api,Java,NodeJS,performance,medium
auth,security,Java,JWT,security,critical
notification,frontend,Go,PostgreSQL,validation,critical
analytics,frontend,Go,React,concurrency,high
auth,security,Java,JWT,security,critical
analytics,backend,Java,Kafka,concurrency,high
payment,api,Java,SpringBoot,integration,critical
database,api,Go,Kafka,validation,critical
inventory,backend,Go,Kafka,memory,high
auth,security,Java,JWT,security,critical
profile,frontend,Python,SpringBoot,logic,medium
reporting,frontend,JavaScript,Docker,concurrency,critical
payment,database,Java,SpringBoot,integration,medium
reporting,database,JavaScript,Docker,integration,critical
database,backend,Java,Docker,validation,low
gateway,backend,Java,Kafka,concurrency,critical
inventory,frontend,TypeScript,Docker,logic,critical
gateway,backend,Java,Docker,performance,critical
payment,api,Java,SpringBoot,integration,critical
gateway,frontend,TypeScript,NodeJS,validation,medium
inventory,security,Java,Docker,validation,medium
auth,backend,Java,PostgreSQL,logic,high
database,security,Python,React,integration,critical
database,database,Python,PostgreSQL,performance,high
payment,api,TypeScript,SpringBoot,integration,critical
profile,backend,TypeScript,NodeJS,security,critical
notification,database,JavaScript,Redis,validation,low
search,backend,Python,PostgreSQL,performance,low
notification,security,Java,React,logic,critical
notification,api,TypeScript,Kafka,integration,critical
auth,security,Python,Docker,memory,medium
analytics,security,JavaScript,Redis,concurrency,medium
database,api,JavaScript,SpringBoot,logic,low
payment,api,TypeScript,SpringBoot,integration,critical
database,database,Python,PostgreSQL,performance,high
payment,security,Go,NodeJS,performance,high
database,backend,Java,React,integration,critical
auth,security,Java,JWT,security,critical
auth,security,Java,JWT,security,critical
notification,backend,Java,Kafka,concurrency,critical
analytics,backend,Go,Kafka,concurrency,high
payment,api,Java,SpringBoot,integration,critical
auth,security,Java,JWT,security,critical
notification,backend,Go,Kafka,concurrency,high
database,database,Python,PostgreSQL,performance,high
payment,api,Java,SpringBoot,integration,critical
auth,frontend,JavaScript,Kafka,validation,critical
gateway,backend,Java,Kafka,concurrency,critical
auth,security,Java,JWT,security,critical
analytics,database,Python,Docker,concurrency,low
payment,api,TypeScript,SpringBoot,integration,critical
payment,database,JavaScript,NodeJS,concurrency,low
database,database,Java,PostgreSQL,performance,high
profile,backend,Go,Kafka,security,medium
auth,security,Java,JWT,security,critical
inventory,backend,TypeScript,Redis,memory,low
auth,security,Java,JWT,security,critical
database,database,Python,PostgreSQL,performance,high
reporting,api,JavaScript,Redis,logic,medium
database,database,Java,PostgreSQL,performance,high
database,database,Java,PostgreSQL,performance,high
notification,api,Go,Docker,concurrency,medium
inventory,api,JavaScript,Docker,integration,high
profile,database,Go,Redis,validation,high
payment,api,Java,SpringBoot,integration,critical
inventory,backend,TypeScript,PostgreSQL,concurrency,critical
reporting,api,Python,React,integration,low
inventory,api,Python,JWT,performance,medium
gateway,database,JavaScript,Redis,security,medium
database,database,Java,PostgreSQL,performance,high
gateway,backend,Java,Kafka,concurrency,critical
database,database,Python,PostgreSQL,performance,high
analytics,backend,Java,Kafka,concurrency,critical
profile,backend,Go,Docker,performance,medium
reporting,api,Go,JWT,concurrency,critical
reporting,security,Go,Docker,logic,medium
notification,backend,Java,Kafka,concurrency,high
database,api,Java,JWT,performance,high
gateway,backend,Go,Kafka,concurrency,critical
analytics,security,TypeScript,PostgreSQL,concurrency,critical
reporting,backend,Go,NodeJS,integration,medium
analytics,backend,Go,Redis,memory,high
reporting,api,Python,JWT,memory,high
auth,security,Go,React,concurrency,critical
auth,security,Java,JWT,security,critical
auth,api,TypeScript,Kafka,concurrency,critical
auth,security,Java,JWT,security,critical
payment,api,TypeScript,SpringBoot,integration,critical
notification,backend,Java,SpringBoot,integration,medium
payment,api,TypeScript,PostgreSQL,validation,critical
database,database,Java,PostgreSQL,performance,high
inventory,database,Java,Docker,validation,critical
profile,security,TypeScript,NodeJS,logic,low
database,database,Python,PostgreSQL,performance,high
inventory,database,Go,Docker,validation,low
gateway,backend,TypeScript,Docker,integration,critical
profile,database,Python,Docker,concurrency,critical
analytics,database,Java,Redis,integration,medium
profile,frontend,JavaScript,React,validation,low
search,backend,Go,JWT,memory,medium
payment,backend,TypeScript,React,concurrency,medium
payment,api,Java,SpringBoot,integration,critical
auth,security,Java,JWT,security,critical
auth,security,Java,JWT,security,critical
auth,security,Java,JWT,security,critical
database,database,Java,PostgreSQL,performance,high
auth,frontend,Python,Redis,memory,critical
auth,security,Java,JWT,security,critical
analytics,backend,Java,Kafka,concurrency,high
auth,security,Java,JWT,security,critical
reporting,frontend,JavaScript,SpringBoot,logic,low
auth,api,Java,Kafka,performance,high
search,security,Python,JWT,logic,medium
gateway,frontend,Python,JWT,security,critical
payment,backend,Go,React,concurrency,critical
auth,security,Java,JWT,security,critical
auth,security,Java,JWT,security,critical
reporting,frontend,JavaScript,React,validation,low
payment,api,Java,SpringBoot,integration,critical
auth,security,Java,JWT,security,critical
auth,security,Java,JWT,security,critical
gateway,security,JavaScript,NodeJS,performance,low
analytics,backend,Go,SpringBoot,performance,medium
payment,api,Java,SpringBoot,integration,critical
notification,backend,Go,Kafka,concurrency,high
payment,backend,Python,SpringBoot,security,medium
search,database,Go,NodeJS,logic,medium
search,frontend,TypeScript,React,validation,medium
database,backend,Go,PostgreSQL,logic,critical
auth,security,Java,JWT,security,critical
database,database,Python,PostgreSQL,performance,high
inventory,backend,TypeScript,NodeJS,concurrency,high
database,database,Java,PostgreSQL,performance,high
reporting,backend,Python,Docker,integration,critical
search,frontend,TypeScript,React,validation,medium
payment,security,JavaScript,NodeJS,concurrency,low
gateway,database,Go,NodeJS,integration,low
auth,security,Java,JWT,security,critical
auth,backend,JavaScript,PostgreSQL,security,medium
payment,api,Java,SpringBoot,integration,critical
payment,api,Java,SpringBoot,integration,critical
reporting,frontend,JavaScript,PostgreSQL,concurrency,low
auth,api,Go,NodeJS,memory,low
payment,backend,Go,JWT,security,critical
auth,security,Java,JWT,security,critical
database,database,Python,PostgreSQL,performance,high
auth,security,Java,JWT,security,critical
gateway,backend,Go,Kafka,concurrency,critical
search,api,JavaScript,Docker,memory,low
auth,database,Python,Kafka,logic,high
search,api,TypeScript,React,memory,high
profile,frontend,JavaScript,React,validation,medium
reporting,backend,Java,Redis,logic,low
profile,database,Python,JWT,concurrency,medium
inventory,backend,JavaScript,NodeJS,memory,medium
profile,database,Go,JWT,logic,high
payment,api,TypeScript,SpringBoot,integration,critical
search,frontend,Python,NodeJS,memory,low
search,frontend,JavaScript,React,validation,low
database,database,Java,PostgreSQL,performance,high
database,database,Java,PostgreSQL,performance,high
search,api,JavaScript,Redis,concurrency,critical
database,database,Java,PostgreSQL,performance,high
auth,frontend,TypeScript,Redis,security,critical
reporting,frontend,TypeScript,NodeJS,concurrency,critical
auth,security,Java,JWT,security,critical
database,database,Python,PostgreSQL,performance,high
payment,api,TypeScript,SpringBoot,integration,critical
database,database,Python,PostgreSQL,performance,high
profile,frontend,Go,React,memory,medium
gateway,api,Go,Kafka,concurrency,low
payment,frontend,Java,JWT,concurrency,high
auth,security,Java,JWT,security,critical
auth,database,Java,React,security,medium
auth,security,Java,JWT,security,critical
reporting,security,Go,React,performance,medium
reporting,backend,Java,NodeJS,security,low
database,database,Java,PostgreSQL,performance,high
gateway,backend,JavaScript,PostgreSQL,memory,low
database,api,Python,Docker,security,medium
payment,api,Java,SpringBoot,integration,critical
search,database,TypeScript,Redis,integration,high
search,api,Python,React,validation,critical
auth,security,Java,JWT,security,critical
gateway,backend,Java,Kafka,concurrency,critical
database,frontend,TypeScript,SpringBoot,integration,high
payment,security,Java,Docker,logic,critical
gateway,api,JavaScript,NodeJS,integration,low
auth,security,Java,JWT,security,critical
profile,backend,JavaScript,Kafka,integration,medium
analytics,security,Java,NodeJS,security,high
payment,api,Java,SpringBoot,integration,critical
analytics,security,Go,JWT,memory,medium
gateway,database,Python,Kafka,validation,critical
auth,api,JavaScript,React,integration,medium
notification,frontend,Python,Docker,logic,medium
payment,api,Java,SpringBoot,integration,critical
auth,api,TypeScript,Docker,logic,medium
database,frontend,Go,PostgreSQL,concurrency,medium
gateway,api,Python,React,performance,critical
gateway,backend,Java,Kafka,concurrency,critical
payment,api,TypeScript,SpringBoot,integration,critical
database,database,Python,PostgreSQL,performance,high
database,database,Java,PostgreSQL,performance,high
gateway,backend,Java,Redis,validation,critical
database,security,TypeScript,JWT,logic,high
auth,security,Java,JWT,security,critical
payment,database,Python,Kafka,security,high
payment,database,Java,Kafka,concurrency,critical
payment,api,TypeScript,SpringBoot,integration,critical
database,database,TypeScript,SpringBoot,memory,critical
search,frontend,JavaScript,React,validation,low
auth,api,Go,NodeJS,integration,high
auth,security,Java,JWT,security,critical
profile,frontend,Java,NodeJS,validation,high
profile,frontend,TypeScript,React,validation,low
analytics,api,Python,NodeJS,concurrency,critical
auth,security,Java,JWT,security,critical
search,backend,TypeScript,Kafka,memory,low
database,database,Python,PostgreSQL,performance,high
auth,security,Java,JWT,security,critical
gateway,frontend,Go,JWT,validation,medium
database,database,Python,PostgreSQL,performance,high
analytics,frontend,JavaScript,NodeJS,validation,medium
notification,security,Python,Docker,validation,low
gateway,frontend,TypeScript,Docker,security,high
analytics,api,Go,NodeJS,validation,high
reporting,frontend,JavaScript,Kafka,memory,medium
payment,backend,JavaScript,Kafka,memory,low
payment,database,Python,NodeJS,security,high
inventory,frontend,Java,JWT,concurrency,medium
profile,api,Python,SpringBoot,logic,medium
auth,security,Java,JWT,security,critical
database,database,Java,PostgreSQL,performance,high
reporting,backend,Python,SpringBoot,security,medium
payment,api,TypeScript,SpringBoot,integration,critical
database,database,Python,PostgreSQL,performance,high
search,frontend,TypeScript,React,validation,low
reporting,api,TypeScript,NodeJS,concurrency,high
database,database,Python,PostgreSQL,performance,high
database,backend,JavaScript,React,performance,medium
reporting,backend,Java,Redis,concurrency,high
gateway,security,Java,SpringBoot,validation,low
search,frontend,TypeScript,React,validation,low
reporting,frontend,JavaScript,React,validation,low
payment,api,Java,SpringBoot,integration,critical
gateway,security,Python,Kafka,logic,low
analytics,backend,Java,Kafka,concurrency,high
gateway,api,TypeScript,NodeJS,performance,high
analytics,security,TypeScript,SpringBoot,validation,medium
notification,api,Java,PostgreSQL,concurrency,critical
reporting,frontend,TypeScript,NodeJS,validation,critical
reporting,frontend,JavaScript,React,validation,low
analytics,backend,Go,Kafka,concurrency,high
reporting,backend,Java,React,performance,high
payment,api,TypeScript,SpringBoot,integration,critical
auth,security,Java,JWT,security,critical
profile,frontend,TypeScript,React,validation,medium
payment,api,TypeScript,SpringBoot,integration,critical
gateway,backend,Java,Kafka,concurrency,critical
search,api,Java,Redis,memory,low
profile,database,Java,SpringBoot,memory,medium
payment,api,Java,SpringBoot,integration,critical
reporting,frontend,Go,NodeJS,memory,high
gateway,frontend,Java,Kafka,integration,medium
inventory,security,TypeScript,NodeJS,validation,high
auth,api,Go,React,validation,low
inventory,security,TypeScript,SpringBoot,validation,low
search,frontend,JavaScript,Kafka,performance,critical
database,database,Java,PostgreSQL,performance,high
payment,api,Java,SpringBoot,integration,critical
analytics,database,TypeScript,NodeJS,security,critical
profile,api,TypeScript,React,validation,high
database,database,Python,PostgreSQL,performance,high
profile,frontend,JavaScript,React,validation,medium
payment,api,TypeScript,SpringBoot,integration,critical
payment,api,TypeScript,SpringBoot,integration,critical
profile,database,TypeScript,Docker,memory,low
notification,api,TypeScript,React,security,high
profile,frontend,JavaScript,React,validation,medium
notification,backend,Java,Kafka,concurrency,high
payment,api,TypeScript,SpringBoot,integration,critical
payment,backend,Python,Redis,security,medium
payment,database,Go,Redis,security,high
auth,api,Python,JWT,validation,medium
analytics,database,Python,React,performance,low
database,backend,Java,PostgreSQL,concurrency,low
inventory,database,Java,JWT,integration,low
reporting,security,JavaScript,Kafka,security,critical
reporting,backend,JavaScript,JWT,concurrency,medium
analytics,backend,Java,JWT,concurrency,critical
payment,frontend,JavaScript,SpringBoot,logic,critical
database,backend,Python,Docker,logic,high
analytics,database,Go,Redis,memory,critical
reporting,api,TypeScript,Kafka,performance,critical
notification,database,Python,React,integration,medium
gateway,security,Python,React,memory,medium
payment,api,Java,Kafka,security,critical
profile,database,TypeScript,SpringBoot,integration,medium
database,backend,Go,Redis,validation,critical
inventory,frontend,Go,SpringBoot,validation,critical
notification,security,TypeScript,React,concurrency,medium
payment,frontend,JavaScript,Docker,memory,critical
search,frontend,TypeScript,React,validation,low
auth,security,Java,JWT,security,critical
payment,backend,TypeScript,JWT,security,critical
payment,api,TypeScript,SpringBoot,integration,critical
notification,backend,Python,SpringBoot,performance,low
gateway,database,JavaScript,JWT,validation,low
payment,api,Java,SpringBoot,integration,critical
analytics,security,JavaScript,JWT,integration,low
gateway,api,Go,PostgreSQL,integration,low
auth,security,Java,JWT,security,critical
auth,security,Java,JWT,security,critical
payment,api,Go,PostgreSQL,integration,medium
reporting,frontend,TypeScript,React,validation,medium
reporting,frontend,TypeScript,React,validation,low
payment,api,TypeScript,SpringBoot,integration,critical
reporting,database,Python,JWT,security,critical
profile,backend,Python,JWT,validation,critical
reporting,backend,Java,Kafka,validation,low
auth,security,JavaScript,React,validation,high
analytics,backend,Go,Kafka,concurrency,critical
payment,security,JavaScript,Kafka,performance,critical
database,database,Java,PostgreSQL,performance,high
database,database,Python,PostgreSQL,performance,high
inventory,backend,Go,JWT,logic,medium
profile,database,Go,Redis,performance,high
auth,api,JavaScript,NodeJS,logic,low
search,frontend,JavaScript,React,validation,medium
profile,frontend,TypeScript,React,validation,low
inventory,backend,Python,React,performance,high
analytics,backend,Go,Kafka,concurrency,critical
inventory,database,Java,Redis,validation,low
search,api,Python,NodeJS,concurrency,low
payment,security,TypeScript,PostgreSQL,memory,medium
auth,security,Java,Redis,security,medium
auth,database,Python,Kafka,security,high
payment,api,TypeScript,SpringBoot,integration,critical
auth,security,Java,JWT,security,critical
gateway,frontend,JavaScript,NodeJS,security,low
reporting,security,Go,Kafka,logic,low
auth,security,Java,JWT,security,critical
analytics,frontend,Go,React,memory,high
profile,security,TypeScript,SpringBoot,memory,medium
payment,api,TypeScript,SpringBoot,integration,critical
auth,security,Java,JWT,security,critical
auth,security,Java,JWT,security,critical
auth,backend,Java,React,integration,medium
profile,frontend,JavaScript,React,validation,medium
database,database,Java,PostgreSQL,performance,high
profile,security,Go,Docker,integration,low
gateway,backend,Go,SpringBoot,performance,high
auth,security,Java,Redis,integration,low
search,security,TypeScript,Docker,security,critical
gateway,api,TypeScript,PostgreSQL,security,critical
analytics,backend,JavaScript,React,integration,medium
analytics,backend,Python,SpringBoot,logic,critical
database,database,Python,PostgreSQL,performance,high
search,api,Go,PostgreSQL,integration,low
analytics,backend,Java,Kafka,concurrency,critical
database,frontend,Go,Docker,logic,high
notification,backend,Java,Kafka,concurrency,high
search,database,Python,NodeJS,performance,medium
search,api,Python,PostgreSQL,validation,low
search,api,Python,Kafka,performance,low
gateway,database,Java,Redis,memory,medium
reporting,frontend,Java,PostgreSQL,memory,low
database,database,Java,PostgreSQL,performance,high
search,database,Go,PostgreSQL,logic,medium
auth,security,TypeScript,React,performance,low
auth,security,Java,JWT,security,critical
inventory,database,Go,Redis,concurrency,low
gateway,database,JavaScript,Kafka,validation,medium
analytics,frontend,TypeScript,NodeJS,integration,medium
payment,api,Java,SpringBoot,integration,critical
search,frontend,JavaScript,React,validation,low
notification,backend,Go,NodeJS,security,critical
auth,security,Java,JWT,security,critical
notification,security,Java,React,logic,low
gateway,frontend,Python,Docker,security,medium
notification,database,JavaScript,Docker,performance,critical
inventory,frontend,Python,PostgreSQL,logic,critical
reporting,database,JavaScript,Docker,memory,medium
gateway,backend,JavaScript,React,concurrency,high
profile,frontend,TypeScript,React,validation,low
notification,backend,Go,Kafka,concurrency,critical
reporting,frontend,TypeScript,React,validation,low
auth,backend,Go,PostgreSQL,security,high
auth,api,Go,SpringBoot,concurrency,high
notification,backend,Go,Kafka,concurrency,high
payment,api,Java,SpringBoot,integration,critical
payment,api,TypeScript,SpringBoot,integration,critical
analytics,database,TypeScript,Redis,concurrency,high
database,database,Python,PostgreSQL,performance,high
payment,api,Java,SpringBoot,integration,critical
reporting,database,Java,Redis,performance,low
gateway,frontend,JavaScript,Redis,validation,medium
database,database,Python,PostgreSQL,logic,low
profile,database,TypeScript,NodeJS,memory,high
notification,api,Python,NodeJS,validation,medium
database,frontend,JavaScript,React,integration,medium
search,frontend,TypeScript,React,validation,low
profile,frontend,TypeScript,Redis,integration,critical
analytics,database,Go,SpringBoot,performance,critical
gateway,frontend,TypeScript,NodeJS,integration,critical
auth,security,Java,JWT,security,critical
analytics,api,TypeScript,SpringBoot,security,critical
analytics,backend,Go,Kafka,concurrency,critical
notification,database,Python,PostgreSQL,integration,low
